film_id,title,wikidata_uri,subject,predicate,object,sentence,extraction_method
Q125663968,Boksi Ko Ghar,http://www.wikidata.org/entity/Q125663968,Keki Adhikari,feature,Shupala Sapkota,"The film features Keki Adhikari in the lead role with Shupala Sapkota, Swechchha Raut in supporting roles.",root_verb_fallback
Q121422709,Boléro (2024 film),http://www.wikidata.org/entity/Q121422709,Marcel Marnat's,adapt,1986,It is loosely adapted from Marcel Marnat's 1986 monograph Maurice Ravel.,root_verb_fallback
Q135443289,Bone Lake (film),http://www.wikidata.org/entity/Q135443289,Maddie Hasson,play,Marco Pigossi,"Maddie Hasson and Marco Pigossi play a couple whose getaway at a remote lakeside house is interrupted by another mysterious couple, played by Alex Roe and Andra Nechita, leading to a disturbing series of mind games and manipulation.",root_verb_fallback
Q125910979,The Birth of Korea,http://www.wikidata.org/entity/Q125910979,South Korea's,accuse,Democratic Party,South Korea's opposition Democratic Party accused the film of ignoring the dictatorship and corruption that characterized Syngman Rhee's reign.,root_verb_fallback
Q125910979,The Birth of Korea,http://www.wikidata.org/entity/Q125910979,NK News,accuse,Syngman Rhee,The analysis by NK News accused the content of the film of distorting historical facts and aiming to glorify Syngman Rhee and recast him as a national hero.,root_verb_fallback
Q128645422,The Birthday Boy,http://www.wikidata.org/entity/Q128645422,Ravi Krishna,have,Sameer Malla,"The film has an ensemble cast of Ravi Krishna, Sameer Malla,Vikranth Ved, Raja Ashok Vallamsetty, Sai Arun, Rahul Chilampalli and Mani Vaaka.",root_verb_fallback
Q124249583,The Black Sea (film),http://www.wikidata.org/entity/Q124249583,Derrick B. Harden,star,Irmena Chichikova,"It stars Derrick B. Harden, Irmena Chichikova, Samuel Finzi and Stoyo Mirkov.",root_verb_fallback
Q125897101,The Blood Brothers (2024 film),http://www.wikidata.org/entity/Q125897101,Ronald Adamat,star,Victor Neri,"Based on the book of the same name by Ronald Adamat, it stars Victor Neri, Allan Paule, Cesar Montano and Dr. Ronald Adamat.",root_verb_fallback
Q125897101,The Blood Brothers (2024 film),http://www.wikidata.org/entity/Q125897101,Innovative Digital Entertainment Arts and Empowerment Film Production,produce,"May 8, 2024","It was produced by Innovative Digital Entertainment Arts and Empowerment Film Production and released on May 8, 2024.",root_verb_fallback
Q126165460,The Blue Angels (film),http://www.wikidata.org/entity/Q126165460,Paul Crowder,direct,Memorial Day weekend,"It was directed by Paul Crowder and released ahead of Memorial Day weekend by Amazon MGM Studios; on May 17, 2024, in IMAX theaters and on May 23, 2024, on Amazon Prime Video.",root_verb_fallback
Q117376325,Bonhoeffer (film),http://www.wikidata.org/entity/Q117376325,Jonas Dassler,star,David Jonsson,"It stars Jonas Dassler, August Diehl, David Jonsson, Flula Borg, Moritz Bleibtreu, and Clarke Peters.",root_verb_fallback
Q118434235,Bonjour Tristesse (2024 film),http://www.wikidata.org/entity/Q118434235,Lily McInerny,star,Claes Bang,"It stars Lily McInerny, Claes Bang, Nailia Harzoune, Aliocha Schneider, and Chloë Sevigny.",root_verb_fallback
Q126393069,Bookworm (film),http://www.wikidata.org/entity/Q126393069,Elijah Wood,star,Nell Fisher,It stars Elijah Wood and Nell Fisher.,root_verb_fallback
Q124745242,Boomerang (2024 Indian film),http://www.wikidata.org/entity/Q124745242,Jeet,star,Gopal Madnani,"Produced by Jeet, Gopal Madnani and Amit Jumrani under the banner of Jeetz Filmworks and Grassroot Entertainment, it stars Jeet himself and Rukmini Maitra in the lead, both portraying dual roles alongside an ensemble cast of Sourav Das, Rajatava Dutta, Kharaj Mukherjee, Ambarish Bhattacharya, Shyamal Chakraborty, Jhulan Bhattacharya, Ayesha Bhattacharya and Debchandrima Singha Roy, with Biswanath Basu in a special appearance.",root_verb_fallback
Q130319751,Boong,http://www.wikidata.org/entity/Q130319751,Gugun Kipgen,star,"Bala Hijam, Angom Sanamatum","It stars Gugun Kipgen, Bala Hijam, Angom Sanamatum, Vikram Kochhar, Nemetia Ngangbam, Jenny Khurai and Hamom Sadananda.",root_verb_fallback
Q124323602,Bootcut Balaraju,http://www.wikidata.org/entity/Q124323602,Md. Pasha,produce,Katha Verunthadi Productions,The film was produced by Md. Pasha under the banner of Katha Verunthadi Productions and Global films.,root_verb_fallback
Q124323602,Bootcut Balaraju,http://www.wikidata.org/entity/Q124323602,Syed Sohel,debut,Meghalekha,"The film stars Syed Sohel as the titular character alongside Meghalekha, Sunil, Indraja in lead roles, Syed Sohel also debut in as a producer with film.",root_verb_fallback
Q106329715,Borderlands (film),http://www.wikidata.org/entity/Q106329715,Kevin Hart,feature,Jack Black,"The ensemble cast also features Kevin Hart, Jack Black, Edgar Ramirez, Ariana Greenblatt, Florian Munteanu, Gina Gershon, and Jamie Lee Curtis.",root_verb_fallback
Q128497026,Borderless Fog,http://www.wikidata.org/entity/Q128497026,Putri Marino,star,Indonesia,"The film stars Putri Marino as a detective who investigates a series of murders along the Indonesia–Malaysia border, alongside Yoga Pratama and Lukman Sardi.",root_verb_fallback
Q128497026,Borderless Fog,http://www.wikidata.org/entity/Q128497026,Netflix,release,1 August 2024,It was released by Netflix on 1 August 2024.,root_verb_fallback
Q124260478,Bosco (film),http://www.wikidata.org/entity/Q124260478,Aubrey Joseph,star,Nikki Blonsky,"It stars Aubrey Joseph, Nikki Blonsky, D.C.",root_verb_fallback
Q131724943,Bottle George,http://www.wikidata.org/entity/Q131724943,Oscar,explore,Daisuke Tsutsumi,"The 14-minute film explores the relationship between a young resilient girl and her alcoholic father, and was directed by Oscar-nominated director Daisuke Tsutsumi and co-written by Japanese comedian Akihiro Nishino and Japanese producer Noriko Matsumoto.",root_verb_fallback
Q131724943,Bottle George,http://www.wikidata.org/entity/Q131724943,April 2024,receive,the Special Animation Award,"After its premiere at the San Francisco International Film Festival in April 2024, the film has received several nominations and awards, including the Special Animation Award at the Sapporo International Short Film Festival and the Jury Award for Best Animated Short at the Newport Beach Film Festival.",root_verb_fallback
Q131724943,Bottle George,http://www.wikidata.org/entity/Q131724943,"December 17, 2024",shortlist,the 97th Academy Awards,"On December 17, 2024, The 21 was shortlisted for the 97th Academy Awards in the category of Best Animated Short Film.",root_verb_fallback
Q136599700,Bouchra,http://www.wikidata.org/entity/Q136599700,Bennani,voice,Brooklyn,"Bennani voices the titular character—a queer Moroccan canid in Brooklyn, New York City—in a semi-autobiographical account which chronicles her personal and sexual exploration amid a series of telephone calls with her Casablanca mother.",root_verb_fallback
Q126478657,Bougainvillea (film),http://www.wikidata.org/entity/Q126478657,Amal Neerad Productions,produce,Udaya Pictures,It is jointly produced by Amal Neerad Productions and Udaya Pictures.,root_verb_fallback
Q126478657,Bougainvillea (film),http://www.wikidata.org/entity/Q126478657,Lajo Jose's,inspire,Ruthinte Lokam,It was inspired by Lajo Jose's novel Ruthinte Lokam (2019) and marks Jyothirmayi's comeback to cinema after an 11-year hiatus.,root_verb_fallback
Q128153011,Bound in Heaven,http://www.wikidata.org/entity/Q128153011,2024,bind,Huo Xin,"Bound in Heaven is a 2024 Chinese romantic crime drama film written and directed by Huo Xin in her directorial debut, starring Ni Ni, Zhou You and Liao Fan.",root_verb_fallback
Q128153011,Bound in Heaven,http://www.wikidata.org/entity/Q128153011,2003,adapt,Li Xiuwen,It was adapted from 2003 novel of the same name by Li Xiuwen.,root_verb_fallback
Q128153011,Bound in Heaven,http://www.wikidata.org/entity/Q128153011,"September 25, 2024",select,FIPRESCI Award and Jury Prize,"It was also selected to compete for the Golden Shell at the 72nd San Sebastián International Film Festival on September 25, 2024, where it won FIPRESCI Award and Jury Prize for Best Cinematography.",root_verb_fallback
Q131173853,Boxcutter (film),http://www.wikidata.org/entity/Q131173853,Ashton James,star,Rome,"The film stars Ashton James as Rome, an aspiring rapper in Toronto who must try to find and recover his laptop, containing all of his song demo files, when it is stolen shortly before an important meeting with a music producer.",root_verb_fallback
Q135230931,Boys Go to Jupiter,http://www.wikidata.org/entity/Q135230931,Jack Corbett,star,Janeane Garofalo,"It stars the voices of Jack Corbett, Janeane Garofalo, Tavi Gevinson, Elsie Fisher, Grace Kuhlenschmidt, Julio Torres, Joe Pera, Miya Folick, Sarah Sherman, Cole Escola, Max Wittert, Chris Fleming, Eva Victor, River L. Ramirez and Demi Adejuyigbe.",root_verb_fallback
Q129206594,Brahmmavaram PS Paridhilo,http://www.wikidata.org/entity/Q129206594,Sravanthi Bellamkonda,feature,Guru,"the film features Sravanthi Bellamkonda, Guru, Surya Sreenivas, Harshini, Jeeva, and Roopa Lakshmi in important roles alongside other ensemble cast.",root_verb_fallback
Q121842080,Bramayugam,http://www.wikidata.org/entity/Q121842080,Mammootty,star,Arjun Ashokan,"The film stars Mammootty, Arjun Ashokan and Sidharth Bharathan.",root_verb_fallback
Q128559322,Breaking and Re-entering,http://www.wikidata.org/entity/Q128559322,Taiwan,release,"February 8, 2024","The film was released in Taiwan on February 8, 2024.",root_verb_fallback
Q126478689,Breaking the Cycle,http://www.wikidata.org/entity/Q126478689,the Future Forward Party,chronicle,Thanathorn Juangroongruangkit,The film chronicles the establishment of the Future Forward Party by Thanathorn Juangroongruangkit and the party's subsequent dissolution.,root_verb_fallback
Q132890022,Breakup Season,http://www.wikidata.org/entity/Q132890022,Chandler Riggs,star,Samantha Isler,"The film stars Chandler Riggs, Samantha Isler, and James Urbaniak, and follows a young couple whose relationship unravels during a Christmas visit to a rural Oregon hometown.",root_verb_fallback
Q132890022,Breakup Season,http://www.wikidata.org/entity/Q132890022,La Grande,film,Oregon,"It was filmed on location in La Grande, Oregon.",root_verb_fallback
Q130053423,Brewster's Millions: Christmas,http://www.wikidata.org/entity/Q130053423,China,star,Anne McClain,It stars China Anne McClain and Romeo Miller.,root_verb_fallback
Q130053423,Brewster's Millions: Christmas,http://www.wikidata.org/entity/Q130053423,Montgomery Brewster,portray,Richard Pryor's,"The character of Montgomery Brewster is portrayed by Richard Pryor's son, Richard Pryor Jr. as Montgomery Brewster Jr., son of the Montgomery Brewster which Richard Pryor played in the first movie.",root_verb_fallback
Q124015010,Brief History of a Family,http://www.wikidata.org/entity/Q124015010,Zu Feng,depict,Guo Keyu,"The film, starring Zu Feng, Guo Keyu, Sun Xilun, and Lin Muran depicts a middle-class Chinese family in the post-one-child-policy era, who takes in their only son's mysterious new friend, triggering buried family tensions as secrets and feelings surface.",root_verb_fallback
Q108266237,Brothers (2024 film),http://www.wikidata.org/entity/Q108266237,Josh Brolin,star,Peter Dinklage,"The film stars Josh Brolin, Peter Dinklage, Taylour Paige, M. Emmet Walsh, Marisa Tomei, Jennifer Landon, Brendan Fraser, and Glenn Close.",root_verb_fallback
Q128600711,Buddy (2024 film),http://www.wikidata.org/entity/Q128600711,Allu Sirish,star,Gayatri Bhardwaj,"The film stars Allu Sirish, Gayatri Bhardwaj, Prisha Rajesh Singh, and Ajmal Ameer in prominent roles.",root_verb_fallback
Q128600711,Buddy (2024 film),http://www.wikidata.org/entity/Q128600711,Hiphop Tamizha,compose,Krishnan Vasant,"The soundtrack and background score were composed by Hiphop Tamizha, while the cinematography and editing were handled by Krishnan Vasant and Ruben.",root_verb_fallback
Q131289313,Buffalo Travels,http://www.wikidata.org/entity/Q131289313,Bandu Samarasinghe,star,Mahendra Perera,"It stars Bandu Samarasinghe in the lead role, where Mahendra Perera, Veena Jayakody, Damith Fonseka and Dilukshi Weerapperuma made supportive roles.",root_verb_fallback
Q131289313,Buffalo Travels,http://www.wikidata.org/entity/Q131289313,George Glendorf,play,Sri Lankan,"George Glendorf, who is a Dutch actor played a main role for the first time in Sri Lankan cinema.",root_verb_fallback
Q126723210,Builder Boys,http://www.wikidata.org/entity/Q126723210,Raunaq Kamdar Shivam Parekh,star,Esha Kansara,"It stars Raunaq Kamdar Shivam Parekh, Esha Kansara, and others.",root_verb_fallback
Q126723210,Builder Boys,http://www.wikidata.org/entity/Q126723210,Neha Rajora,produce,Setu Kushal Patel,"The film is produced by Neha Rajora, and Setu Kushal Patel.",root_verb_fallback
Q126189094,Bujji at Anupatti,http://www.wikidata.org/entity/Q126189094,Karthik Vijay,star,Lavanya Kanmani,The film stars Karthik Vijay and Lavanya Kanmani in the lead roles.,root_verb_fallback
Q126189094,Bujji at Anupatti,http://www.wikidata.org/entity/Q126189094,Raam Kandasamy,produce,Kavilayaa Creations,"The film was produced by Raam Kandasamy under the banner of Kavilayaa Creations, and had a theatrical release on 31 May 2024.",root_verb_fallback
Q126466706,The Brink of Dreams,http://www.wikidata.org/entity/Q126466706,"May 17, 2024",have,Egypt,"It had its world premiere at the 2024 Cannes Film Festival on May 17, 2024, and is scheduled to be released in Egypt in 2024.",root_verb_fallback
Q101112656,The Brutalist,http://www.wikidata.org/entity/Q101112656,Adrien Brody,star,the United States,"It stars Adrien Brody as a Jewish-Hungarian architect and severely traumatized Holocaust survivor who emigrates to the United States, where he struggles to recover and get his life back on track.",root_verb_fallback
Q101112656,The Brutalist,http://www.wikidata.org/entity/Q101112656,Felicity Jones,feature,Guy Pearce,"The cast also features Felicity Jones, Guy Pearce, Joe Alwyn, Raffey Cassidy, Stacy Martin, Emma Laird, Isaach de Bankolé, and Alessandro Nivola.",root_verb_fallback
Q101112656,The Brutalist,http://www.wikidata.org/entity/Q101112656,VistaVision,shoot,the 1950s,"The film was shot using the VistaVision format which had been originally developed in the 1950s, and was the first film shot in the format since One-Eyed Jacks in 1961.",root_verb_fallback
Q132322748,The Buildout,http://www.wikidata.org/entity/Q132322748,Jenna Kanell,star,Hannah Alline,"It stars Jenna Kanell, Hannah Alline, and Natasha Halevi.",root_verb_fallback
Q133849169,Bull Run (film),http://www.wikidata.org/entity/Q133849169,Bill Keenan's,star,2020,"Based on Bill Keenan's 2020 bestselling memoir, Discussion Materials, the film stars Tom Blyth as Bobby Sanders, a former ice-hockey player working on Wall Street.",root_verb_fallback
Q133849169,Bull Run (film),http://www.wikidata.org/entity/Q133849169,Chris Diamantopoulos,star,Jay Mohr,It also stars Chris Diamantopoulos and Jay Mohr.,root_verb_fallback
Q133449008,Bunnyhood,http://www.wikidata.org/entity/Q133449008,Ashionye Ogene,produce,the National Film and Television School,"Described as a surreal exploration of a young girl's anxiety, it was produced by Ashionye Ogene at the National Film and Television School.",root_verb_fallback
Q133449008,Bunnyhood,http://www.wikidata.org/entity/Q133449008,the Student Film Competition,nominate,the Academy Award-,It was also nominated for the Student Film Competition at the Academy Award-qualifying Animafest Zagreb.,root_verb_fallback
Q133449008,Bunnyhood,http://www.wikidata.org/entity/Q133449008,the Edinburgh International Film Festival,select,2024,"Bunnyhood was further selected for several international film festivals, including the Edinburgh International Film Festival in 2024 as part of its official selection, DOK Leipzig in 2024, and the Ottawa International Animation Festival in 2024.",root_verb_fallback
Q133449008,Bunnyhood,http://www.wikidata.org/entity/Q133449008,the Mumbai Film Festival,feature,2024,"It was also featured at the Mumbai Film Festival (MAMI) in 2024, followed by screenings in 2025 at the Sundance Film Festival, the Clermont-Ferrand International Short Film Festival in the Lab Competition, and the Angers European First Film Festival.",root_verb_fallback
Q133449008,Bunnyhood,http://www.wikidata.org/entity/Q133449008,Best Student Film,win,the Manchester Animation Festival,"Additionally, the film won Best Student Film at the Manchester Animation Festival in 2024.",root_verb_fallback
Q131196655,Buy Now! The Shopping Conspiracy,http://www.wikidata.org/entity/Q131196655,Netflix,release,20 November 2024,It was released on Netflix on 20 November 2024.,root_verb_fallback
Q127328600,By the Stream,http://www.wikidata.org/entity/Q127328600,Kim Min-hee,win,Pardo for Best Performance Award,"In August 2024, the film was selected to compete for the Golden Leopard at the 77th Locarno Film Festival, where Kim Min-hee won Pardo for Best Performance Award.",dependency
Q129262923,C.D: Criminal or Devil,http://www.wikidata.org/entity/Q129262923,Adah Sharma,star,Duddumpudi,"It stars Adah Sharma, Viswant Duddumpudi, Mahesh Vitta, and Bharani Shankar as lead actors.",root_verb_fallback
Q131301167,C4 Cinta,http://www.wikidata.org/entity/Q131301167,C4 Cinta,abbreviate,2024,C4 Cinta also abbreviated as #C4C is a 2024 Malaysian Tamil-language romantic comedy film written and directed by Karthik Shaamalan.,root_verb_fallback
Q123022311,Cabrini (film),http://www.wikidata.org/entity/Q123022311,Francesca Cabrini,depict,Cristiana,"The film depicts the life of Catholic missionary Francesca Cabrini, portrayed by Cristiana Dell'Anna, as she encounters resistance to her charity and business efforts in New York City.",root_verb_fallback
Q109535859,Caddo Lake (film),http://www.wikidata.org/entity/Q109535859,Dylan O'Brien,star,Eliza Scanlen,"It stars Dylan O'Brien, Eliza Scanlen, Diana Hopper, Caroline Falk, Sam Hennings, Eric Lange, and Lauren Ambrose.",root_verb_fallback
Q131928465,Cadet (film),http://www.wikidata.org/entity/Q131928465,Alina,follow,Serik,"The film follows Alina and her son Serik, as she begins teaching history at a prestigious military academy, where his son also enrolls as a cadet.",root_verb_fallback
Q117848301,Canary Black,http://www.wikidata.org/entity/Q117848301,Kate Beckinsale,star,CIA,The film stars Kate Beckinsale as a CIA agent who is blackmailed into undertaking missions in exchange for her kidnapped husband's life.,root_verb_fallback
Q117848301,Canary Black,http://www.wikidata.org/entity/Q117848301,"October 24, 2024",release,Amazon MGM Studios,"It was released on October 24, 2024 by Amazon MGM Studios to generally negative reviews.",root_verb_fallback
Q125053496,Canta y no llores (2024 film),http://www.wikidata.org/entity/Q125053496,Consuelo Duval,star,Michelle Rodríguez,"It stars Consuelo Duval, Michelle Rodríguez, and Patricia Maqueo.",root_verb_fallback
Q118383015,Captain Miller (film),http://www.wikidata.org/entity/Q118383015,the 1930s,follow,British Indian Army,"Set in the 1930s, during the British Raj, it follows a British Indian Army veteran trying to save his home village from destruction by the British authorities.",root_verb_fallback
Q124414989,Carnaval (2024 film),http://www.wikidata.org/entity/Q124414989,Cajamarca,review,the present day,"It reviews the history of the Cajamarca festival from its origins to the present day and whose gastronomy, music and characters unite an entire town.",root_verb_fallback
Q124414989,Carnaval (2024 film),http://www.wikidata.org/entity/Q124414989,"February 1, 2024",premier,Cajamarca,"It premiered on February 1, 2024, in Cajamarca theaters.",root_verb_fallback
Q128598480,Carnival Is Over,http://www.wikidata.org/entity/Q128598480,the Toronto International Film Festival,select,"September 6, 2024","The film was selected to premiere as a Special Presentation at the Toronto International Film Festival on September 6, 2024.",root_verb_fallback
Q138024667,Carole & Grey,http://www.wikidata.org/entity/Q138024667,Jon Bass,star,Mary Wiseman,"Written by and starring Jon Bass, it also starred Mary Wiseman, Steve Buscemi, Rosaline Elbay, Dario Ladani Sanchez, and Daniel Radcliffe.",root_verb_fallback
Q115917655,Carry-On,http://www.wikidata.org/entity/Q115917655,Taron Egerton,star,Sofia Carson,"The film stars Taron Egerton, Sofia Carson, Danielle Deadwyler, and Jason Bateman.",root_verb_fallback
Q115917655,Carry-On,http://www.wikidata.org/entity/Q115917655,TSA,follow,Christmas Eve,"Its plot follows a young TSA officer who is blackmailed into allowing a nerve agent on board a flight, which will kill 250 people, during Christmas Eve.",root_verb_fallback
Q131549808,Carved (2024 film),http://www.wikidata.org/entity/Q131549808,Justin Harding,carve,Peyton Elizabeth Lee,"Carved is a 2024 American horror comedy film directed and written by Justin Harding and starring an ensemble cast including Peyton Elizabeth Lee, Corey Fogelmanis, Carla Jimenez, Elvis Nolasco, Jonah Lees, Wyatt Lindner, Sasha Mason, Marc-Sully Saint-Fleur, Jackson Kelly, Matty Cardarople, Ted Ferguson, DJ Qualls and Chris Elliott.",root_verb_fallback
Q131549808,Carved (2024 film),http://www.wikidata.org/entity/Q131549808,2018,follow,Halloween,"Based on the 2018 short film of the same name, the film follows a group of teenagers on Halloween who become trapped in a historical reenactment village and are stalked by a killer pumpkin.",root_verb_fallback
Q130259789,"Carville: Winning Is Everything, Stupid!",http://www.wikidata.org/entity/Q130259789,New York,release,"October 11, 2024","It was released in New York on October 11, 2024, and in Los Angeles on October 25, 2024.",root_verb_fallback
Q124467041,Case of Kondana,http://www.wikidata.org/entity/Q124467041,Raghavendra,mark,Seetharam Benoy Case,It marked the second collaboration between Raghavendra and Shetty after Seetharam Benoy Case No. 18 (2021).,root_verb_fallback
Q124990060,Cat's Cry (film),http://www.wikidata.org/entity/Q124990060,Serbia,star,Canada,"A coproduction of companies from Serbia, Canada and Croatia, the film stars Jasmin Geljo as Stamen, a man living in a small town in Serbia who must fight for custody of his granddaughter when she is rejected by her mother after being diagnosed with cri du chat syndrome.",root_verb_fallback
Q125968859,Catching Fire: The Story of Anita Pallenberg,http://www.wikidata.org/entity/Q125968859,Pallenberg,read,2017,The film is based on Pallenberg's unpublished autobiography Black Magic that her children found after her death in 2017; passages from the document are read out in the film by Scarlett Johansson.,root_verb_fallback
Q125422899,Caught by the Tides,http://www.wikidata.org/entity/Q125422899,Tides,catch,2024,"Caught by the Tides is a 2024 Chinese drama film directed by Jia Zhangke, and written by Wan Jianhuan and Jia Zhangke, based on footage across 22 years, some from Jia's previous films, in an impressionistic non-linear blend of fiction and non-fiction.",root_verb_fallback
Q124540259,Chabuca,http://www.wikidata.org/entity/Q124540259,Sergio Armasgo,star,Haydeé Cáceres,"It stars Sergio Armasgo accompanied by Haydeé Cáceres, Norka Ramirez, Miguel Dávalos, Izan Alcázar, Gina Yangali, Brando Gallessi, Alejandro Villagomez, Gerson Del Carpio and Erick Elera.",root_verb_fallback
Q130355854,Chain Reactions (film),http://www.wikidata.org/entity/Q130355854,Chain Reactions,premier,August 2024,Chain Reactions premiered at the 81st Venice International Film Festival in August 2024.,root_verb_fallback
Q130355854,Chain Reactions (film),http://www.wikidata.org/entity/Q130355854,"September 19, 2025",give,September 26,"It was given a limited theatrical release on September 19, 2025, which was followed by an expansion on September 26.",root_verb_fallback
Q111458251,Challengers (film),http://www.wikidata.org/entity/Q111458251,Zendaya,follow,13 years,"It follows the love triangle between an injured tennis star-turned-coach (Zendaya), her low-circuit tennis player ex-boyfriend, and her tennis champion husband across 13 years of their relationship, culminating in the match between the two men on the ATP Challenger Tour.",root_verb_fallback
Q124759760,La casa (2024 film),http://www.wikidata.org/entity/Q124759760,David Verdaguer,feature,Luis Callejo,"Its ensemble cast features David Verdaguer, Luis Callejo, Óscar de la Fuente, Olivia Molina, María Romanillos, Lorena López, Marta Belenguer, Jordi Aguilar, Tosca Montoya, and Miguel Rellán.",root_verb_fallback
Q107071525,The Bunker (2024 film),http://www.wikidata.org/entity/Q107071525,Chelsea Edmundson,star,Chad Michael Collins,"It stars Chelsea Edmundson, Chad Michael Collins, Tobin Bell and Tony Todd.",root_verb_fallback
Q124423359,The Casagrandes Movie,http://www.wikidata.org/entity/Q124423359,Miguel Puga,direct,Paulina Chávez,"The film was directed by series co-developer Miguel Puga and stars the show's regular voice cast with the addition of Paulina Chávez, Angélica Aragón, Kate del Castillo, Cristo Fernández, and Sergio Aragonés.",root_verb_fallback
Q124423359,The Casagrandes Movie,http://www.wikidata.org/entity/Q124423359,Ronnie Anne,follow,Mexico,The story follows newly minted Ronnie Anne and her family as they go on a trip to Mexico and face off against an ancient preteen demigoddess.,root_verb_fallback
Q135927392,The Ceremony (2024 film),http://www.wikidata.org/entity/Q135927392,Bradford,film,the Yorkshire Dales,"The film was filmed and set in Bradford and the Yorkshire Dales, and involves migrant workers attempting to dispose of a body in the hills of North Yorkshire.",root_verb_fallback
Q135927392,The Ceremony (2024 film),http://www.wikidata.org/entity/Q135927392,the Sean Connery Award for Feature Filmmaking Excellence,win,2024,The film won the Sean Connery Award for Feature Filmmaking Excellence at the 2024 Edinburgh International Film Festival.,root_verb_fallback
Q130235383,¡Casa Bonita Mi Amor!,http://www.wikidata.org/entity/Q130235383,Parker,spend,Stone,"Parker and Stone spend over $30 million of their own money renovating the decaying restaurant, far over their original $6.5 million budget.",root_verb_fallback
Q125935876,CID Ramachandran Retd. SI,http://www.wikidata.org/entity/Q125935876,Kalabhavan Shajohn,star,Baiju Santhosh,"The film stars Kalabhavan Shajohn, Baiju Santhosh and Sudheer Karamana.",root_verb_fallback
Q128904160,Chalti Rahe Zindagi,http://www.wikidata.org/entity/Q128904160,Aarti S Bagdi,direct,Ajay Kumar Singh,"The film is directed by Aarti S Bagdi and produced by Ajay Kumar Singh, Shakir Khan and Rohandeep Singh.",root_verb_fallback
Q124218653,Chandu Champion,http://www.wikidata.org/entity/Q124218653,Kartik Aaryan,star,India,"The film stars Kartik Aaryan in the titular role as India's first Paralympics gold medalist, Murlikant Petkar.",root_verb_fallback
Q136954074,Chashma (film),http://www.wikidata.org/entity/Q136954074,Nitin Baid,write,Varun Grover,"The story of the film was written by Nitin Baid, with the screenplay and dialogue by Varun Grover, and produced by Gubbara Entertainment.",root_verb_fallback
Q136954074,Chashma (film),http://www.wikidata.org/entity/Q136954074,Konkona Sen Sharma,star,Ayan Khan,"It stars Konkona Sen Sharma, Ayan Khan, Shafeen Patel, Kabir Shah and Shishir Sharma in pivotal roles.",root_verb_fallback
Q136954074,Chashma (film),http://www.wikidata.org/entity/Q136954074,the MAMI Mumbai Film Festival 2024,premier,Focus South Asia,The film premiered at the MAMI Mumbai Film Festival 2024 under the Focus South Asia section.,root_verb_fallback
Q137478304,Chasing Time (film),http://www.wikidata.org/entity/Q137478304,Balog,reunite,Chasing Ice,The short documentary reunites Balog with the Emmy Award-winning team behind Chasing Ice.,root_verb_fallback
Q124360318,Checkmate (2024 film),http://www.wikidata.org/entity/Q124360318,Maggie Civantos,appear,José Eduardo Derbez,"Maggie Civantos, José Eduardo Derbez, Tzachi Halevy, Benjamín Amadeo, and Charo López appear in supporting roles.",root_verb_fallback
Q130550314,Checkpoint Zoo,http://www.wikidata.org/entity/Q130550314,Ukrainian,follow,Feldman Ecopark,The film follows a group of Ukrainian zookeepers and volunteers who risked their lives to rescue animals trapped in Feldman Ecopark during the 2022 Russian invasion of Ukraine.,root_verb_fallback
Q124849742,Cheech & Chong's Last Movie,http://www.wikidata.org/entity/Q124849742,2024,premier,Southwest Film & TV Festival,It premiered at the 2024 South by Southwest Film & TV Festival.,root_verb_fallback
Q124849742,Cheech & Chong's Last Movie,http://www.wikidata.org/entity/Q124849742,"April 20, 2025",give,April 25,"It was given a limited theatrical release on April 20, 2025, and then a nationwide release on April 25.",root_verb_fallback
Q130385353,Cherub (film),http://www.wikidata.org/entity/Q130385353,Benjamin Turnbull,star,Harvey,"Told almost entirely without dialogue except for two brief lines, the film stars Benjamin Turnbull as Harvey, a shy, lonely and overweight man from Toronto who discovers an opportunity to build new confidence in himself and his body when he learns about the chub subculture in the LGBTQ community, and decides, despite being heterosexual, to submit a photograph of himself to a gay chub magazine's ""Cherub of the Month"" contest.",root_verb_fallback
Q130611916,Chhakka Panja 5,http://www.wikidata.org/entity/Q130611916,Keshav Neupane,produce,Dipendra Khaniya,Produced by Keshav Neupane and Dipendra Khaniya under the banner of Aama Saraswoti Movies and IME Present.,root_verb_fallback
Q130611916,Chhakka Panja 5,http://www.wikidata.org/entity/Q130611916,Deepak Raj Giri,star,Kedar Ghimire,"It stars Deepak Raj Giri, Kedar Ghimire, Deepa Shree Niraula, Barsha Siwakoti, Raja Ram Poudel, and Prakash Ghimire.",root_verb_fallback
Q124714622,Chhatrapati Sambhaji (2024 film),http://www.wikidata.org/entity/Q124714622,Rakesh Subesingh Dulgaj,direct,Shashank Udapurkar,"The film is directed by Rakesh Subesingh Dulgaj starring Shashank Udapurkar in the title role, and Pramod Pawar, Rajit Kapur, Mrinal Kulkarni in the other principal roles.",root_verb_fallback
Q122642767,Chhota Bheem and the Curse of Damyaan (2024 film),http://www.wikidata.org/entity/Q122642767,Yagya Bhasin,star,Aashriya Mishra,"The film stars Yagya Bhasin, Aashriya Mishra, Swarna Pandey, Advik Jaiswal, Divyam Dawar, Daivik Dawar, Kabir Sajid, Anupam Kher and Makarand Deshpande.",root_verb_fallback
